budget,genres,homepage,id,keywords,original_language,original_title,overview,popularity,production_companies,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count
50000000, 18|  Drama|  53|  Thriller,http://syrianamovie.warnerbros.com/,231, 139|  anti terror|  258|  bomb|  441|  assassination|  539|  middle east|  589|  lebanon|  591|  cia|  592|  capitalism|  593|  globalization|  697|  loss of son|  1241|  persia|  1242|  war against terror|  1269|  energy policy|  5175|  petrol,en,Syriana,The Middle Eastern oil industry is the backdrop of this tense drama| which weaves together numerous story lines. Bennett Holiday is an American lawyer in charge of facilitating a dubious merger of oil companies| while Bryan Woodman| a Switzerland-based energy analyst| experiences both personal tragedy and opportunity during a visit with Arabian royalty. Meanwhile| veteran CIA agent Bob Barnes uncovers an assassination plot with unsettling origins.,16.871194, Section Eight|  129|  Warner Bros.|  6194|  Participant Media|  6735|  FilmWorks|  7786|  4M|  20665|  MID Foundation|  20666,23-11-2005,94000000,128, ar|  \u0627\u0644\u0639\u0631\u0628\u064a\u0629|  en|  English|  fa|  \u0641\u0627\u0631\u0633\u06cc|  ur|  \u0627\u0631\u062f\u0648|  fr|  Fran\u00e7ais|  zh|  \u666e\u901a\u8bdd,Released,Everything is connected.,Syriana,6.3,451
50000000, 28|  Action|  18|  Drama|  36|  History|  53|  Thriller|  10752|  War,http://www.thirteenhoursmovie.com/,300671, 818|  based on novel|  1376|  assault rifle|  3070|  mercenary|  5272|  libya|  5565|  biography|  9672|  based on true story|  11115|  heroism|  14601|  explosion|  34061|  american abroad|  34079|  death|  209493|  21st century|  214596|  cia agent|  235476|  u.s. ambassador,en,13 Hours: The Secret Soldiers of Benghazi,An American Ambassador is killed during an attack at a U.S. compound in Libya as a security team struggles to make sense out of the chaos.,42.526529, Paramount Pictures|  4|  3 Arts Entertainment|  787|  Bay Films|  6734|  Latina Pictures|  19108|  Dune Films|  19477,13-01-2016,69411370,144, ar|  \u0627\u0644\u0639\u0631\u0628\u064a\u0629|  en|  English,Released,When everything went wrong| six men had the courage to do what was right.,13 Hours: The Secret Soldiers of Benghazi,7,938
50000000, 10749|  Romance|  16|  Animation|  12|  Adventure|  35|  Comedy|  10751|  Family|  14|  Fantasy,http://www.bookoflifemovie.com/,228326, 128|  love triangle|  6155|  afterlife|  209789|  day of the dead|  209790|  bullfighting,en,The Book of Life,The journey of Manolo| a young man who is torn between fulfilling the expectations of his family and following his heart. Before choosing which path to follow| he embarks on an incredible adventure that spans three fantastical worlds where he must face his greatest fears.,34.890999, Twentieth Century Fox Film Corporation|  306|  Reel FX Creative Studios|  2787|  Twentieth Century Fox Animation|  11749|  Chatrone|  79031,01-10-2014,97437106,95, en|  English,Released,0,The Book of Life,7.3,755
45000000, 53|  Thriller,0,9754, 974|  bank|  1576|  technology|  1936|  blackmail|  2157|  hacker|  2350|  seattle|  155555|  computer hacker|  155584|  firewall,en,Firewall,State-of-the-art security system creator| Jack Stanfield has cemented his reputation as a man who's thought of everything. But when a criminal finds a way into Jack's personal life| everything Jack holds dear is suddenly at stake.,18.186026, Village Roadshow Pictures|  79|  Thunder Road Pictures|  3528|  Warner Bros.|  6194|  Beacon Pictures|  10157|  Jon Shestack Productions|  10991,10-02-2006,82800000,105, en|  English,Released,Nothing Is More Dangerous Than A Man With Everything To Lose.,Firewall,5.6,267
50000000, 80|  Crime|  18|  Drama|  53|  Thriller,0,66, 417|  corruption|  441|  assassination|  521|  washington d.c.|  570|  rape|  833|  white house|  840|  usa president|  5600|  daughter|  6086|  government|  9937|  suspense|  41249|  secret service|  208633|  secret service agent,en,Absolute Power,A master thief coincidentally is robbing a house where a murder in which the President of The United States is involved occurs in front of his eyes. He is forced to run yet may hold evidence that could convict the President. A political thriller from and starring Clint Eastwood and based on a novel by David Baldacci.,13.576765, Columbia Pictures|  5|  Castle Rock Entertainment|  97|  Malpaso Productions|  171,14-02-1997,50068310,121, en|  English|  es|  Espa\u00f1ol,Released,Corrupts Absolutely.,Absolute Power,6.4,223
50000000, 28|  Action|  18|  Drama,0,4421, 493|  poem|  539|  middle east|  720|  helicopter|  3376|  satellite|  3588|  navy|  4411|  sexism|  6091|  war|  6092|  army|  10850|  sexual harassment|  11219|  navy seal|  11718|  feminist|  13065|  soldier|  15248|  commando|  159315|  mental health|  161247|  drill instructor|  162365|  military|  185454|  u.s. military|  191110|  army base|  225707|  reconnaissance|  225710|  sexual discrimination,en,G.I. Jane,A female Senator succeeds in enrolling a woman into Combined Reconnaissance Team training where everyone expects her to fail.,19.434672, Caravan Pictures|  175|  Hollywood Pictures|  915|  First Independent Films|  1643|  Largo Entertainment|  1644|  Scott Free Productions|  1645|  Trap-Two-Zero Productions|  1646,22-08-1997,48169156,125, en|  English,Released,Failure is not an option.,G.I. Jane,6,395
50000000, 18|  Drama|  53|  Thriller|  9648|  Mystery,0,2649, 380|  brother brother relationship|  1421|  birthday|  3883|  danger of life|  5732|  birthday party|  173303|  surprising,en,The Game,In honor of his birthday| San Francisco banker Nicholas Van Orton| a financial genius and a coldhearted loner| receives an unusual present from his younger brother| Conrad -- a gift certificate to play a unique kind of game. In nearly a nanosecond| Nicholas finds himself consumed by a dangerous set of ever-changing rules| unable to distinguish where the charade ends and reality begins.,62.925175, PolyGram Filmed Entertainment|  1382|  A&B Producoes|  1519|  Popaganda Films|  10164,12-09-1997,109423648,129, cn|  \u5e7f\u5dde\u8bdd / \u5ee3\u5dde\u8a71|  de|  Deutsch|  en|  English,Released,What do you get for the man who has everything?,The Game,7.5,1506
50000000, 27|  Horror|  9648|  Mystery,http://www.sonypictures.com/homevideo/silenthill/,588, 1299|  monster|  2784|  mother role|  2871|  burning of witches|  3002|  fog|  3032|  suffering|  3762|  darkness|  4426|  sadism|  6152|  supernatural|  9748|  revenge|  9887|  surrealism|  10292|  gore|  10349|  survival|  10842|  good vs evil|  11221|  blood|  12446|  another dimension|  13006|  torture|  13031|  creature|  14819|  violence|  15001|  demon|  40929|  witch burning|  41645|  based on video game|  157444|  dismemberment|  161264|  religious fanatic|  166701|  ghost town|  179878|  sleepwalking,en,Silent Hill,The eerie and deserted ghost town of Silent Hill draws a young mother desperate to find a cure for her only child's illness. Unable to accept the doctor's diagnosis that her daughter should be permanently institutionalized for psychiatric care| Rose flees with her child| heading for the abandoned town in search of answers – and ignoring the protests of her husband. It's soon clear this place is unlike anywhere she's ever been. It's smothered by fog| inhabited by a variety of strange beings and periodically overcome by a living 'darkness' that literally transforms everything it touches. As Rose searches for her little girl| she begins to learn the history of the strange town and realizes that her daughter is just a pawn in a larger game.,32.927994, Silent Hill DCP Inc.|  341|  Davis-Films|  342|  TriStar Pictures|  559|  Konami|  55914,21-04-2006,97607453,125, en|  English,Released,We've been expecting you.,Silent Hill,6.3,1067
0, 35|  Comedy,0,10393, 579|  american football|  4112|  strike|  6075|  sport|  8338|  coach|  9789|  misfit|  155791|  american football player,en,The Replacements,Maverick old-guard coach Jimmy McGinty is hired in the wake of a players' strike to help the Washington Sentinels advance to the playoffs. But that impossible dream hinges on whether his replacements can hunker down and do the job. So| McGinty dusts off his secret dossier of ex-players who never got a chance (or screwed up the one they were given) and knits together a bad-dream team of guys who just may give the Sentinels their title shot.,14.837288, Warner Bros.|  6194,07-08-2000,0,118, en|  English,Released,Throw the ball. Catch the girl. Keep it simple.,The Replacements,6.1,203
50000000, 35|  Comedy,http://www.americanreunionmovie.com/,71552, 1157|  wife husband relationship|  9663|  sequel|  18187|  family reunion|  33451|  masturbation|  161158|  scat|  161213|  high school reunion|  179173|  quitting a job|  179178|  milf|  179431|  duringcreditsstinger,en,American Reunion,The characters we met a little more than a decade ago are returning to East Great Falls for their high-school reunion. In one long-overdue weekend| they will discover what has changed| who hasn’t and that time and distance can’t break the bonds of friendship. It was summer 1999 when four small-town Michigan boys began a quest to lose their virginity. In the years that have passed| Jim and Michelle married while Kevin and Vicky said goodbye. Oz and Heather grew apart| but Finch still longs for Stifler’s mom. Now these lifelong friends have come home as adults to reminisce about – and get inspired by – the hormonal teens who launched a comedy legend.,39.920035, Universal Pictures|  33,04-04-2012,234989584,113, en|  English,Released,Save the best piece for last.,American Reunion,6.1,1611
50000000, 28|  Action|  12|  Adventure|  80|  Crime|  18|  Drama|  9648|  Mystery|  53|  Thriller,0,9631, 417|  corruption|  1562|  hostage|  6125|  pension|  6139|  innocence|  6149|  police|  7188|  hostage-taking|  9826|  murder|  9937|  suspense|  10410|  conspiracy|  14677|  bullet wound|  209140|  negotiator,en,The Negotiator,The police try to arrest expert hostage negotiator Danny Roman| who insists he's being framed for his partner's murder in what he believes is an elaborate conspiracy. Thinking there's evidence in the Internal Affairs offices that might clear him| he takes everyone in the office hostage and demands that another well-known negotiator be brought in to handle the situation and secretly investigate the conspiracy.,28.725621, Regency Enterprises|  508|  Warner Bros.|  6194,29-07-1998,44547681,140, en|  English,Released,He frees hostages for a living. Now he's taking hostages to survive.,The Negotiator,6.8,582
50000000, 28|  Action|  53|  Thriller,0,216282, 2213|  tornado|  12105|  student|  163053|  found footage|  199076|  disaster movie,en,Into the Storm,The town of Silverton is in one day destroyed by the unprecedented power of a series of tornadoes. The population is at the mercy of the unpredictable and deadly cyclones| while hunters warn that the worst is yet to come. Most people find shelter| but some just go to the tornado for that one| unique shot.,20.566554, New Line Cinema|  12|  Village Roadshow Pictures|  79|  Broken Road Productions|  8000|  RatPac-Dune Entertainment|  41624,06-08-2014,160602194,89, en|  English,Released,Prepare to go,Into the Storm,5.8,817
50000000, 28|  Action|  35|  Comedy|  80|  Crime,0,306, 703|  detective|  1568|  undercover|  3016|  security camera|  4230|  carousel |  5340|  investigation|  6110|  weapon|  9663|  sequel|  10084|  rescue|  10889|  counterfeit|  10950|  shootout|  11719|  dirty cop|  12371|  gunfight|  12670|  los angeles|  14601|  explosion|  14819|  violence|  14967|  foot chase|  15124|  framed|  15483|  car chase|  41249|  secret service|  155582|  amusement park|  156768|  roller coaster|  163047|  beverly hills|  167541|  buddy comedy,en,Beverly Hills Cop III,Back in sunny southern California and on the trail of two murderers| Axel Foley again teams up with LA cop Billy Rosewood. Soon| they discover that an amusement park is being used as a front for a massive counterfeiting ring – and it's run by the same gang that shot Billy's boss.,20.333953, Paramount Pictures|  4|  Eddie Murphy Productions|  30,24-05-1994,119208989,104, en|  English,Released,0,Beverly Hills Cop III,5.5,434
50000000, 35|  Comedy|  27|  Horror|  14|  Fantasy,0,928, 242|  new york|  1299|  monster|  1418|  skyscraper|  1852|  mutant|  1946|  restaurant|  2526|  human animal relationship|  2766|  mutation|  3586|  tv station|  3737|  dying and death|  4237|  water|  4713|  research station|  5154|  fur|  5155|  bat|  5156|  current|  5157|  electric shock|  6247|  cleverness|  10005|  gremlin|  13001|  cowardliness,en,Gremlins 2: The New Batch,Young sweethearts Billy and Kate move to the Big Apple| land jobs in a high-tech office park and soon reunite with the friendly and lovable Gizmo. But a series of accidents creates a whole new generation of Gremlins. The situation worsens when the devilish green creatures invade a top-secret laboratory and develop genetically altered powers| making them even harder to destroy!,33.98637, Amblin Entertainment|  56|  Warner Bros.|  6194,15-06-1990,41482207,106, en|  English,Released,Here they grow again.,Gremlins 2: The New Batch,6.2,652
50000000, 18|  Drama,http://thejudgemovie.com/,205587, 494|  father son relationship|  934|  judge|  10909|  lawyer,en,The Judge,A successful lawyer returns to his hometown for his mother's funeral only to discover that his estranged father| the town's judge| is suspected of murder.,42.472324, Village Roadshow Pictures|  79|  Warner Bros.|  6194|  Big Kid Pictures|  8406|  Team Downey|  27467,08-10-2014,83719388,141, en|  English,Released,Defend your Honor.,The Judge,7.2,1417
50000000, 28|  Action|  53|  Thriller,0,6623, 720|  helicopter|  949|  terrorist|  3312|  nuclear missile|  3450|  bridge|  10663|  train crash|  13008|  train|  187056|  woman director,en,The Peacemaker,When a train carrying atomic warheads mysteriously crashes in the former Soviet Union| a nuclear specialist discovers the accident is really part of a plot to cover up the theft of the weapons. Assigned to help her recover the missing bombs is a crack Special Forces Colonel.,15.931084, DreamWorks SKG|  27,26-09-1997,0,124, en|  English|  ru|  P\u0443\u0441\u0441\u043a\u0438\u0439|  sr|  Srpski|  bs|  Bosanski|  hr|  Hrvatski,Released,How do you get the world's attention?,The Peacemaker,5.8,255
45000000, 27|  Horror|  28|  Action|  878|  Science Fiction,0,1577, 779|  martial arts|  1852|  mutant|  4565|  dystopia|  10084|  rescue|  10410|  conspiracy|  11738|  evil corporation|  12377|  zombie|  41645|  based on video game,en,Resident Evil: Apocalypse,As the city is locked down under quarantine| Alice joins a small band of elite soldiers| enlisted to rescue the missing daughter of the creator of the mutating T-virus. It's a heart-pounding race against time as the group faces off against hordes of blood- thirsty zombies| stealthy Lickers| mutant canines and the most sinister foe yet.,29.880122, Impact Pictures|  248|  Constantin Film Ltd.|  53530,10-09-2004,129394835,94, en|  English,Released,You're all going to die.,Resident Evil: Apocalypse,6.1,1267
50000000, 35|  Comedy|  10749|  Romance,0,9801, 212|  london england|  725|  lovesickness|  3434|  thailand|  5347|  clumsy fellow|  5348|  to drop brick|  156702|  capture|  187056|  woman director,en,Bridget Jones: The Edge of Reason,Bridget Jones is becoming uncomfortable in her relationship with Mark Darcy. Apart from discovering that he's a conservative voter| she has to deal with a new boss| a strange contractor and the worst vacation of her life.,28.803802, Miramax Films|  14|  Universal Pictures|  33|  Studio Canal|  5870|  Working Title Films|  10163|  Atlantic Television|  11357|  Little Bird|  11358,10-11-2004,40203020,108, de|  Deutsch|  th|  \u0e20\u0e32\u0e29\u0e32\u0e44\u0e17\u0e22|  en|  English,Released,Same Bridget. Brand new diary.,Bridget Jones: The Edge of Reason,6.1,750
50000000, 53|  Thriller|  80|  Crime|  18|  Drama,0,2116, 416|  miami|  1196|  florida|  6309|  double murder|  15160|  divorce,en,Out of Time,Matt Lee Whitlock| respected chief of police in small Banyan Key| Florida| must solve a vicious double homicide before he himself falls under suspicion. Matt Lee has to stay a few steps ahead of his own police force and everyone he's trusted in order to find out the truth.,14.993459, Original Film|  333|  Monarch Pictures|  966|  Metro-Goldwyn-Mayer (MGM)|  8411,03-10-2003,55495563,105, en|  English,Released,The Clock Is Ticking...,Out of Time,6.1,298
50000000, 28|  Action|  53|  Thriller,0,9624, 1721|  fight|  3355|  inuit|  5175|  petrol|  6129|  company|  9880|  alaska|  161318|  enviromental,en,On Deadly Ground,Forrest Taft is an environmental agent who works for the Aegis Oil Company in Alaska. Aegis Oil's corrupt CEO| Michael Jennings| is the kind of person who doesn't care whether or not oil spills into the ocean or onto the land| just as long as it's making money for him.,9.114168, Warner Bros.|  6194,18-02-1994,49000000,102, cs|  \u010cesk\u00fd|  en|  English,Released,His Battle To Save The Alaskan Wilderness And Protect Its People Can Only Be Won...,On Deadly Ground,4.5,104
50000000, 12|  Adventure|  10751|  Family|  878|  Science Fiction,http://www.miramax.com/movie/the-adventures-of-sharkboy-and-lavagirl/,14199, 7942|  imaginary friend|  10216|  outcast,en,The Adventures of Sharkboy and Lavagirl,Everyone always knew that Max had a wild imagination| but no one believed that his wildest creations -- a boy raised by watchful great white sharks and a girl with the force of a volcano -- were real. Now| these two pint-sized action masters will show Max that even an ordinary kid has what it takes to be extraordinary.,12.31101, Troublemaker Studios|  10807,10-06-2005,69425966,92, en|  English,Released,Smaller heroes. Just as super.,The Adventures of Sharkboy and Lavagirl,4.4,269
40000000, 18|  Drama|  12|  Adventure|  10749|  Romance|  53|  Thriller,0,1907, 458|  hippie|  911|  exotic island|  966|  beach|  1969|  map|  2323|  group dynamics|  2988|  shark attack|  3077|  leader|  3434|  thailand|  5890|  community|  5891|  backpacker|  6262|  delusion|  10776|  marijuana|  14751|  youth|  15097|  shark|  34094|  extramarital affair,en,The Beach,Twenty-something Richard travels to Thailand and finds himself in possession of a strange map. Rumours state that it leads to a solitary beach paradise| a tropical bliss - excited and intrigued| he sets out to find it.,41.362082, Figment Films|  359,11-02-2000,144056873,119, en|  English|  fr|  Fran\u00e7ais|  hr|  Hrvatski|  sv|  svenska|  th|  \u0e20\u0e32\u0e29\u0e32\u0e44\u0e17\u0e22,Released,Somewhere on this planet it must exist.,The Beach,6.3,1233
50000000, 18|  Drama|  35|  Comedy|  10749|  Romance,0,4599, 242|  new york|  1499|  pastor|  1854|  world of fasion|  2143|  loss of parents|  2863|  mannequin|  7024|  fashion designer|  10235|  family relationships,en,Raising Helen,Helen Harris has a glamorous| big-city life working for one of New York's hottest modeling agencies. But suddenly her free-spirited life gets turned upside down when she must chose between the life she's always loved| and the new loves of her life!,13.298205, Touchstone Pictures|  9195|  Beacon Pictures|  10157|  Mandeville Films|  10227,27-05-2004,49718611,119, en|  English,Released,Her uptown life gets turned inside out!,Raising Helen,5.9,189
40000000, 28|  Action|  80|  Crime|  53|  Thriller,http://ninja-assassin-movie.warnerbros.com/,22832, 441|  assassination|  782|  assassin|  3075|  ninja fighter|  9748|  revenge|  10278|  ninja|  191750|  ninjutsu,en,Ninja Assassin,Ninja Assassin follows Raizo (Rain)| one of the deadliest assassins in the world. Taken from the streets as a child| he was transformed into a trained killer by the Ozunu Clan| a secret society whose very existence is considered a myth. But haunted by the merciless execution of his friend by the Clan| Raizo breaks free from them and vanishes. Now he waits| preparing to exact his revenge.,19.085403, Studio Babelsberg|  264|  Anarchos Productions|  450|  Legendary Pictures|  923|  Dark Castle Entertainment|  1786|  Silver Pictures|  1885|  Warner Bros.|  6194|  Medienboard Berlin-Brandenburg|  7307|  Deutsche Filmf\u00f6rderfonds (DFFF)|  11238|  Rocklock Films|  69582,29-09-2009,60462347,99, en|  English,Released,Fear not the weapon| but the hand that wields it.,Ninja Assassin,6.2,371
50000000, 18|  Drama|  10749|  Romance,0,10390, 1480|  baseball|  1482|  trainer|  3658|  career|  3754|  legend|  4613|  training|  6075|  sport,en,For Love of the Game,A baseball legend almost finished with his distinguished career at the age of forty has one last chance to prove who he is| what he is capable of| and win the heart of the woman he has loved for the past four years.,9.622345, Universal Pictures|  33|  Beacon Pictures|  10157,17-09-1999,0,137, en|  English,Released,Billy Chapel must choose between the woman he loves and the game he lives for.,For Love of the Game,6.3,88
50000000, 18|  Drama|  53|  Thriller|  80|  Crime,0,9879, 1936|  blackmail|  3688|  strip club|  4378|  striptease|  6149|  police|  33483|  u.s. congress,en,Striptease,Bounced from her job| Erin Grant needs money if she's to have any chance of winning back custody of her child. But| eventually| she must confront the naked truth: to take on the system| she'll have to take it all off. Erin strips to conquer| but she faces unintended circumstances when a hound dog of a Congressman zeroes in on her and sharpens the shady tools at his fingertips| including blackmail and murder.,11.106006, Columbia Pictures|  5|  Castle Rock Entertainment|  97,28-06-1996,113309743,115, en|  English,Released,Some People Get Into Trouble No Matter What They WEAR.,Striptease,4.4,205
50000000, 10751|  Family|  35|  Comedy,http://www.themarmadukemovie.com/,38579,0,en,Marmaduke,When Phil and Debbie Winslow relocate from their native Kansas to the sunny climes of Orange County| their big-hearted| havoc-wreaking Great Dane gets a taste of the dog's life| California-style.,12.25622, Twentieth Century Fox Film Corporation|  306,04-06-2010,83761844,87, en|  English,Released,Live Large,Marmaduke,5,149
50000000, 18|  Drama|  14|  Fantasy,http://hereafter.warnerbros.com/,44603,0,en,Hereafter,A supernatural thriller centered on three people -- a blue-collar American| a French journalist and a London school boy -- who are touched by death in different ways.,13.365715, Amblin Entertainment|  56|  Malpaso Productions|  171|  Warner Bros.|  6194|  Kennedy/Marshall Company| The|  7383,15-10-2010,105197635,129, en|  English|  fr|  Fran\u00e7ais,Released,Touched by death. Changed by life.,Hereafter,5.8,510
50000000, 80|  Crime|  18|  Drama|  53|  Thriller,0,11892, 703|  detective|  1328|  secret|  1812|  fbi|  1849|  homicide|  2620|  evidence|  5801|  nerd|  6140|  vice|  6258|  intellectual|  6270|  high school|  9104|  partner|  9826|  murder|  34143|  rich|  160313|  forensic,en,Murder by Numbers,Tenacious homicide detective Cassie Mayweather and her still-green partner are working a murder case| attempting to profile two malevolently brilliant young men: cold| calculating killers whose dark secrets might explain their crimes.,16.167093, Castle Rock Entertainment|  97|  Warner Bros.|  6194|  Schroeder Hoffman Productions|  23382,19-04-2002,56714147,120, en|  English,Released,The only flaw in their plan was her.,Murder by Numbers,6,268
50000000, 28|  Action|  12|  Adventure|  80|  Crime|  53|  Thriller,0,9691, 271|  competition|  441|  assassination|  591|  cia|  974|  bank|  977|  cat|  1666|  mexican standoff|  2350|  seattle|  2708|  hitman|  3045|  mission of murder|  3979|  hidden camera|  9823|  rivalry|  10084|  rescue|  10950|  shootout|  11148|  police chase|  12355|  sniper rifle|  18107|  silencer|  33456|  double cross|  167861|  caribbean|  178929|  detroit michigan,en,Assassins,Assassin Robert Rath arrives at a funeral to kill a prominent mobster| only to witness a rival hired gun complete the job for him -- with grisly results. Horrified by the murder of innocent bystanders| Rath decides to take one last job and then return to civilian life. But finding his way out of the world of contract killing grows ever more dangerous as Rath falls for his female target and becomes a marked man himself.,23.073933, Silver Pictures|  1885|  Canal+|  5358|  Warner Bros.|  6194|  Dino De Laurentiis Company|  10308|  Donner/Shuler-Donner Productions|  23397|  Evansgideon/Lazar|  25061,06-10-1995,30303072,132, en|  English|  es|  Espa\u00f1ol|  nl|  Nederlands,Released,In the shadows of life| In the business of death| One man found a reason to live...,Assassins,6,387
50000000, 80|  Crime|  18|  Drama|  53|  Thriller,http://hannibalrising.com/,1248, 1442|  winter|  6259|  psychopath|  8087|  horror|  10714|  serial killer,en,Hannibal Rising,The story of the early| murderous roots of the cannibalistic killer| Hannibal Lecter – from his hard-scrabble Lithuanian childhood| where he witnesses the repulsive lengths to which hungry soldiers will go to satiate themselves| through his sojourn in France| where as a med student he hones his appetite for the kill.,6.567065, Ingenious Film Partners|  289|  ETIC Films|  2979|  Quinta Communications|  6370|  Dino De Laurentiis Company|  10308|  Zephyr Films|  16923|  Young Hannibal Productions|  20394|  Carthago Films S.a.r.l.|  20395,06-02-2007,82169884,121, en|  English|  de|  Deutsch|  ru|  P\u0443\u0441\u0441\u043a\u0438\u0439,Released,It started with revenge.,Hannibal Rising,6,654
50000000, 35|  Comedy|  18|  Drama|  10749|  Romance,0,12220, 2038|  love of one's life|  2726|  therapist|  2800|  psychology|  13027|  wedding|  14534|  relationship|  15160|  divorce,en,The Story of Us,Ben and Katie Jordan are a married couple who go through hard times in fifteen years of marriage.,6.22577, Universal Pictures|  33|  Castle Rock Entertainment|  97,13-10-1999,58900031,95, it|  Italiano|  en|  English,Released,0,The Story of Us,5.9,75
44000000, 28|  Action|  12|  Adventure|  10749|  Romance|  878|  Science Fiction|  53|  Thriller,0,72710, 818|  based on novel|  1583|  mass murder|  4565|  dystopia|  14900|  genocide|  14909|  alien invasion|  179431|  duringcreditsstinger|  212760|  interspecies romance|  220392|  alien parasites,en,The Host,A parasitic alien soul is injected into the body of Melanie Stryder. Instead of carrying out her race's mission of taking over the Earth| Wanda (as she comes to be called) forms a bond with her host and sets out to aid other free humans.,42.933027, Nick Wechsler Productions|  8073|  Open Road Films|  10427|  Silver Reel|  12075|  Chockstone Pictures|  13649,22-03-2013,63327201,125, en|  English,Released,You will be one of us,The Host,6,1817
50000000, 28|  Action|  18|  Drama|  9648|  Mystery|  53|  Thriller|  80|  Crime,0,10782, 1803|  drug addiction|  4406|  military court|  4596|  panama|  5947|  military service|  6148|  court|  6174|  ranger|  8681|  supreme court|  8713|  lager|  229211|  military crime,en,Basic,A DEA agent investigates the disappearance of a legendary Army ranger drill sergeant and several of his cadets during a training exercise gone severely awry.,19.226763, Intermedia Films|  763|  Krane Entertainment|  25358,18-04-2003,42792561,98, en|  English,Released,Deception is their most deadly weapon.,Basic,6.2,286
50000000, 80|  Crime|  18|  Drama|  9648|  Mystery|  53|  Thriller,0,9573, 1922|  houseboat|  2860|  heart|  5340|  investigation|  6149|  police|  8440|  ex-cop|  9937|  suspense|  185221|  heart transplant|  185222|  fbi profiler,en,Blood Work,Still recovering from a heart transplant| a retired FBI profiler returns to service when his own blood analysis offers clues to the identity of a serial killer.,10.089065, Malpaso Productions|  171|  Warner Bros.|  6194,04-08-2002,26199517,110, en|  English|  es|  Espa\u00f1ol,Released,He's a heartbeat away from catching the killer,Blood Work,6.1,206
50000000, 18|  Drama|  53|  Thriller|  80|  Crime,http://www.sonypictures.com/movies/theinternational/site/,4959, 179431|  duringcreditsstinger,en,The International,An interpol agent and an attorney are determined to bring one of the world's most powerful banks to justice. Uncovering money laundering| arms trading| and conspiracy to destabilize world governments| their investigation takes them from Berlin| Milan| New York and Istanbul. Finding themselves in a chase across the globe| their relentless tenacity puts their own lives at risk.,13.391833, Studio Babelsberg|  264|  Atlas Entertainment|  507|  Mosaic Media Group|  748|  X-Filme Creative Pool|  1972,03-02-2009,60161391,118, en|  English|  fr|  Fran\u00e7ais|  de|  Deutsch|  it|  Italiano|  ru|  P\u0443\u0441\u0441\u043a\u0438\u0439,Released,Is your money making a killing?,The International,6,368
50000000, 28|  Action|  12|  Adventure|  878|  Science Fiction|  53|  Thriller,http://www.theofficialjohncarpenter.com/escape-from-la/,10061, 378|  prison|  840|  usa president|  3521|  earthquake|  4565|  dystopia|  5034|  attempt to escape|  12670|  los angeles|  217083|  reluctant hero,en,Escape from L.A.,This time| a cataclysmic temblor hits Los Angeles| turning it into an island. The president views the quake as a sign from above| expels Los Angeles from the country and makes it a penal colony for those found guilty of moral crimes. When his daughter| part of a resistance movement| steals the control unit for a doomsday weapon| Snake again gets tapped to save the day.,21.637234, Paramount Pictures|  4|  Rysher Entertainment|  11661,09-08-1996,42277365,97, en|  English,Released,Snake Is Back.,Escape from L.A.,5.6,373
70000000, 12|  Adventure|  16|  Animation|  10751|  Family|  14|  Fantasy|  878|  Science Fiction,https://www.warnerbros.com/iron-giant,10386, 2106|  cold war|  6054|  friendship|  10891|  giant robot|  167310|  sitting on a toilet|  205726|  fear of unknown|  208611|  1950s|  215404|  laxative,en,The Iron Giant,In the small town of Rockwell| Maine in October 1957| a giant metal machine befriends a nine-year-old boy and ultimately finds its humanity by unselfishly saving people from their own fears and prejudices.,61.245957, Warner Bros. Animation|  2785,06-08-1999,23159305,86, en|  English,Released,It came from outer space!,The Iron Giant,7.6,1436
50000000, 12|  Adventure|  35|  Comedy|  18|  Drama,0,421, 270|  ocean|  886|  film making|  936|  loss of mother|  2045|  cynic|  2159|  red cap|  3799|  ship,en,The Life Aquatic with Steve Zissou,Wes Anderson’s incisive quirky comedy build up stars complex characters like in ‘The Royal Tenenbaums’ with Bill Murray on in the leading role. An ocean adventure documentary film maker Zissou is put in all imaginable life situations and a tough life crisis as he attempts to make a new film about capturing the creature that caused him pain.,25.237969, Touchstone Pictures|  9195|  American Empirical Pictures|  23449,10-12-2004,34808403,119, en|  English|  is|  \u00cdslenska|  pt|  Portugu\u00eas|  fr|  Fran\u00e7ais|  tl|  |  de|  Deutsch|  it|  Italiano,Released,The deeper you go| the weirder life gets.,The Life Aquatic with Steve Zissou,7.1,775
50000000, 10752|  War|  28|  Action|  18|  Drama|  36|  History|  53|  Thriller,http://stxmovies.com/freestateofjones/,316152, 2831|  slavery|  179585|  american civil war,en,Free State of Jones,In 1863| Mississippi farmer Newt Knight serves as a medic for the Confederate Army. Opposed to slavery| Knight would rather help the wounded than fight the Union. After his nephew dies in battle| Newt returns home to Jones County to safeguard his family but is soon branded an outlaw deserter. Forced to flee| he finds refuge with a group of runaway slaves hiding out in the swamps. Forging an alliance with the slaves and other farmers| Knight leads a rebellion that would forever change history.,21.589393, Larger Than Life Productions|  1163|  Vendian Entertainment|  50481|  Route One Films|  50482,24-06-2016,25035950,139, en|  English|  de|  Deutsch,Released,Based on the incredible true story.,Free State of Jones,6.6,428
